Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2022 Ford Edge ST-Line,"$43,265",1 mi.,Agate Black Metallic,Ebony,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J99NBA45971,2023-04-30 12:17:16.575846,Cars.com
2023 Ford Mustang EcoBoost Premium,"$43,225",–,Oxford White,Ebony,Rear-wheel Drive,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,1FATP8UH0P5101498,2023-04-30 12:17:20.475446,Cars.com
2022 Chevrolet Silverado 1500 WT,"$47,795",2 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GCUDAED5NZ618912,2023-04-30 12:17:23.451794,Cars.com
2023 Chevrolet Camaro LT1,"$42,530",1 mi.,Sharkskin,Jet Black,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1G1FF1R75P0144189,2023-04-30 12:17:26.697033,Cars.com
2023 GMC Sierra 1500 SLT,"$58,326",5 mi.,Sterling,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,3GTUUDED7PG199689,2023-04-30 12:17:30.509510,Cars.com
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"$42,635",15 mi.,Pyrite Silver Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HE2CA0PC206432,2023-04-30 12:17:32.728948,Cars.com
2019 Cadillac CT6 3.0 Twin Turbo Sport,"$45,201","44,083 mi.",Satin Steel Metallic,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1G6KN5R6XKU144135,2023-04-30 12:17:35.059950,Cars.com
2023 Toyota 4Runner SR5 Premium,"$47,284",5 mi.,Midnight Black Metallic,–,4WD,Gasoline,5-Speed,4.0L V6 24V MPFI DOHC,JTENU5JR2P6147573,2023-04-30 12:17:38.946826,Cars.com
2023 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,"$40,016",25 mi.,Pure White,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2HC2CAXPC203253,2023-04-30 12:17:42.507181,Cars.com
2022 Ford Mustang Mach 1,"$58,680",–,Gray,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8R02N5555474,2023-04-30 12:17:45.378932,Cars.com
2023 Ford F-150 Lightning LARIAT,"$87,429",1 mi.,Antimatter Blue Metallic,Black,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FT6W1EV0PWG05565,2023-04-30 12:17:53.235816,Cars.com
2022 Kia Niro Plug-In Hybrid EX,"$32,950","10,154 mi.",Graphite Gray,Light Gray,Front-wheel Drive,Hybrid,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Hybrid,KNDCD3LDXN5535722,2023-04-30 12:17:56.504074,Cars.com
2022 Ford F-150 XLT,"$55,775",608 mi.,Oxford White,Medium Dark Slate,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E81NKF13797,2023-04-30 12:17:59.283019,Cars.com
2023 Nissan Leaf S,"$28,385",7 mi.,Deep Blue Pearl,Black,Front-wheel Drive,Electric,Automatic,Electric,1N4AZ1BV4PC559803,2023-04-30 12:18:02.092355,Cars.com
2020 Hyundai Palisade SEL,"$37,490","22,756 mi.",Burgundy,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R2DHE4LU146581,2023-04-30 12:18:05.711078,Cars.com
2020 Hyundai Palisade Limited,"$41,995","37,037 mi.",Moonlight Cloud,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE8LU123280,2023-04-30 12:18:07.736767,Cars.com
2019 Lamborghini Aventador SVJ Base,"$724,900","5,511 mi.",Grigio Telesto,Nero Cosmus,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,6.5L V12 48V MPFI DOHC,ZHWUM6ZD1KLA08036,2023-04-30 12:18:09.889664,Cars.com
2021 Volvo XC40 T5 Momentum,"$39,995","13,447 mi.",Fusion Red Metallic,Blonde,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UK8M2562911,2023-04-30 12:18:12.904539,Cars.com
2018 Maserati Quattroporte GTS GranSport,"$56,995","28,525 mi.",Grigio Metallo Metallic,Rosso,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.8L V8 32V GDI DOHC Twin Turbo,ZAM56PPS4J1276919,2023-04-30 12:18:15.122801,Cars.com
2020 Volvo XC90 Hybrid T8 Inscription 7 Passenger,"$77,995","22,073 mi.",Thunder Gray Metallic,Midnight Zinc,All-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,YV4BR0CL3L1576908,2023-04-30 12:18:17.218879,Cars.com
2022 Volvo XC40 T5 R-Design,"$43,995","15,338 mi.",Crystal White Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM3N2641650,2023-04-30 12:18:19.603491,Cars.com
2021 BMW X5 xDrive40i,"$50,422","38,075 mi.",Black Sapphire Metallic,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C04M9H66446,2023-04-30 12:18:22.037965,Cars.com
2019 Chrysler 300 Touring,"$26,977","24,754 mi.",Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCAAG9KH590224,2023-04-30 12:18:25.938896,Cars.com
2016 Honda Pilot EX,"$20,840","76,359 mi.",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic,"3.5L V-6 gasoline direct injection, i-VTEC VCM variable valve co",5FNYF5H35GB007776,2023-04-30 12:18:30.035029,Cars.com
2022 Hyundai Palisade SEL,"$44,998","9,794 mi.",Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R4DHE4NU368745,2023-04-30 12:18:33.868045,Cars.com
2023 Kia Sportage X-Line,"$35,697","10,255 mi.",Glacial White Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5XYK6CAF6PG007308,2023-04-30 12:18:36.608861,Cars.com
2023 Volkswagen Atlas Cross Sport 2.0T SE,"$35,600",10 mi.,Tourmaline Blue Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2DC2CA1PC221087,2023-04-30 12:18:38.793678,Cars.com
2017 Ford F-250 XLT,"$47,404","70,526 mi.",Oxford White,Medium Earth Gray,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT7W2BT0HEC46173,2023-04-30 12:18:41.245384,Cars.com
2018 Chevrolet Suburban LT,"$35,995","97,227 mi.",Iridescent Pearl Tricoat,Cocoa / Dune,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKHKC8JR351266,2023-04-30 12:18:45.115827,Cars.com
2020 Lincoln MKZ Standard,"$30,800","30,789 mi.",White Platinum Tri-Coat Metallic,Cappuccino,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5B92LR613408,2023-04-30 12:18:48.033261,Cars.com
2023 Ford F-150 XLT,"$59,035",–,Silver Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E59PKE07669,2023-04-30 12:18:55.815835,Cars.com
2015 Lincoln Navigator Base,"$27,998","83,192 mi.",Red,Ebony,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,5LMJJ2HT9FEJ10920,2023-04-30 12:18:58.306107,Cars.com
2023 Toyota Highlander Limited,"$49,718",–,Midnight Black Metallic,Beige,AWD,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRBH4PS036494,2023-04-30 12:19:00.978165,Cars.com
2022 Chevrolet Suburban Z71,"$66,700","27,050 mi.",Satin Steel Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GNSKDKD0NR246759,2023-04-30 12:19:03.365646,Cars.com
2017 Lexus RX 350 350,"$37,000","21,972 mi.",Obsidian Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2BZMCA3HC094382,2023-04-30 12:19:06.665420,Cars.com
2021 Chevrolet Silverado 2500 LT,"$55,700","37,102 mi.",Black,Jet Black,Four-wheel Drive,Diesel,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die",1GC4YNEY3MF115314,2023-04-30 12:19:10.252970,Cars.com
2023 BMW 740 i,"$102,995",10 mi.,Carbon Black Metallic,Tartufo,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA23EH05PCN05071,2023-04-30 12:19:13.218858,Cars.com
2019 Mercedes-Benz G-Class G 550 4MATIC,"$159,950","16,059 mi.",Mojave Silver Metallic,Tartufo,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDCYC6BJ1KX325330,2023-04-30 12:19:17.082887,Cars.com
2023 BMW 840 Gran Coupe i xDrive,"$92,355","2,123 mi.",Tanzanite Blue II Metallic,Ivory White,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAGV4C02PCL76093,2023-04-30 12:19:20.400148,Cars.com
2024 BMW iX xDrive50,"$98,645",7 mi.,Dark Graphite Metallic,Black,All-wheel Drive,Gasoline,Automatic,12 Cylinder,WB523CF07RCN25539,2023-04-30 12:19:23.043777,Cars.com
2024 BMW iX xDrive50,"$100,195",5 mi.,Black Sapphire Metallic,Black,AWD,Gasoline,Automatic,12 Cylinder,WB523CF07RCN33219,2023-04-30 12:19:25.368762,Cars.com
2020 Volvo XC90 Hybrid T8 Inscription 6 Passenger,"$77,500","18,975 mi.",Birch Light Metallic,Blond,All-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,YV4BR00LXL1580569,2023-04-30 12:19:27.833564,Cars.com
2020 Volvo XC40 T5 Momentum,"$36,995","24,478 mi.",Ice White,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UK5L2178244,2023-04-30 12:19:31.396541,Cars.com
2015 MINI Convertible Cooper,"$14,991","106,665 mi.",Midnight Black Metallic,Carbon Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.6L I4 16V MPFI DOHC,WMWZN3C58FT861755,2023-04-30 12:19:34.858795,Cars.com
2022 BMW X3 M AWD,"$71,864","14,633 mi.",Toronto Red Metallic,Adelaide Gray,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,5YM13EC00N9J69479,2023-04-30 12:19:37.787233,Cars.com
2023 Jeep Grand Cherokee L Summit,"$75,200",7 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4RJKEG2P8732275,2023-04-30 12:19:42.521524,Cars.com
2023 Ford Mustang EcoBoost Premium,"$45,475",57 mi.,Oxford White,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FATP8UH9P5101614,2023-04-30 12:19:45.177294,Cars.com
2020 Mitsubishi Mirage ES,"$16,998","18,476 mi.",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.2L I3 12V MPFI DOHC,ML32A3HJ2LH010090,2023-04-30 12:19:47.514235,Cars.com
2021 Audi RS 5 2.9T,"$75,000","18,792 mi.",Nardo Gray,Black / Crescendo Red,All-wheel Drive,Gasoline,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUAAWCF50MA901962,2023-04-30 12:19:49.866846,Cars.com
2021 Lincoln Navigator Reserve,"$73,999","32,015 mi.",Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2LT4MEL05814,2023-04-30 12:19:51.787277,Cars.com
2018 Lincoln MKZ Reserve,"$28,950","50,367 mi.",Ingot Silver Metallic,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5F9XJR614006,2023-04-30 12:19:57.175370,Cars.com
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"$42,582",–,Pyrite Silver Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HE2CAXPC214215,2023-04-30 12:20:00.655355,Cars.com
2018 Ford Expedition Max Limited,"$42,500","61,437 mi.",Shadow Black,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK2ATXJEA07220,2023-04-30 12:20:03.560064,Cars.com
2020 Lamborghini Urus Base,"$212,995","46,111 mi.",Black,Nero Ade,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL0LLA08760,2023-04-30 12:20:06.761661,Cars.com
2021 Volkswagen Jetta 1.4T S,"$19,589","41,569 mi.",Black,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU5MM057401,2023-04-30 12:20:10.229964,Cars.com
2014 Mercedes-Benz C-Class C 300 4MATIC Luxury,"$17,950","69,975 mi.",Black,Sahara,All-wheel Drive,E85 Flex Fuel,7-Speed Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,WDDGF8AB6EG233638,2023-04-30 12:20:13.292123,Cars.com
2021 BMW 330 i xDrive,"$39,495","19,480 mi.",Alpine White,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J03M8B98309,2023-04-30 12:20:16.865717,Cars.com
2021 BMW 540 i xDrive,"$52,850","19,038 mi.",Dark Graphite,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA73BJ06MWW91129,2023-04-30 12:20:21.026313,Cars.com
2018 BMW X5 xDrive50i,"$35,990","80,655 mi.",Alpine White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXKR6C53J0U14124,2023-04-30 12:20:23.327004,Cars.com
2018 GMC Yukon Denali,"$34,995","127,982 mi.",Onyx Black,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJXJR327310,2023-04-30 12:20:26.065125,Cars.com
2024 BMW X5 xDrive40i,"$75,345",16 mi.,Skyscraper Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EU00R9R43309,2023-04-30 12:20:30.883429,Cars.com
2022 RAM 3500 Tradesman,"$68,480",5 mi.,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C63R3CL0NG435315,2023-04-30 12:20:33.514503,Cars.com
2022 Volkswagen Atlas 3.6L SE w/Technology,"$41,765","7,378 mi.",Deep Black Pearl Effect,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2WR2CAXNC549905,2023-04-30 12:20:37.140372,Cars.com
2017 Mercedes-Benz SLC 300 Base,"$27,346","60,652 mi.",Polar White,Shara Beige,Rear-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDPK3JA5HF141212,2023-04-30 12:20:40.140317,Cars.com
2019 Lincoln MKZ Reserve II,"$28,135","33,343 mi.",Magnetic Gray,Cappuccino,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5F93KR632364,2023-04-30 12:20:42.876938,Cars.com
2022 Ford Explorer Limited,"$48,285","2,498 mi.",Agate Black Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8FHXNGC02014,2023-04-30 12:20:46.512446,Cars.com
2021 Nissan Kicks SV,"$24,797","20,105 mi.",Fresh Powder,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CP5CV5ML521594,2023-04-30 12:20:50.148318,Cars.com
2018 Lincoln MKX Select,"$22,995","66,333 mi.",White Platinum Tri-Coat Metallic,Cappuccino,Front-wheel Drive,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,2LMPJ6KR5JBL19405,2023-04-30 12:20:53.489680,Cars.com
2018 BMW 430 Gran Coupe i xDrive,"$33,990","70,992 mi.",White,Black,All-wheel Drive,Gasoline,8-Speed A/T,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,WBA4J3C52JBG91416,2023-04-30 12:20:56.401681,Cars.com
2019 Subaru Outback 3.6R Limited,"$24,999","80,279 mi.",Crimson Red Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,3.6L H6 24V MPFI DOHC,4S4BSENC1K3210770,2023-04-30 12:21:05.694788,Cars.com
2023 Kia Sportage SX-Prestige,"$36,090",10 mi.,Gray,Black,FWD,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5XYK53AFXPG101758,2023-04-30 12:21:08.931352,Cars.com
2020 Dodge Journey SE,"$22,490","45,594 mi.",Pitch Black Clearcoat,Black,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded I-4 2.4 L/144,3C4PDCAB6LT181729,2023-04-30 12:21:12.113077,Cars.com
2019 Lamborghini Urus Base,"$249,995","26,355 mi.",Gray,Nero Ade,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL0KLA03735,2023-04-30 12:21:15.331693,Cars.com
2020 Lincoln MKZ Reserve,"$33,000","23,462 mi.",Black,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E90LR623365,2023-04-30 12:21:19.374842,Cars.com
2022 Ford Maverick XL,"$42,270",13 mi.,Oxford White,Black Onyx,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,3FTTW8F92NRB15058,2023-04-30 12:21:21.872755,Cars.com
2020 Hyundai Palisade SEL,"$34,923","59,071 mi.",Becketts Black,Black / Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R34HE2LU061364,2023-04-30 12:21:25.515658,Cars.com
2022 GMC Sierra 1500 Denali,"$72,430",5 mi.,White Frost Tricoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr",1GTUUGEL0NZ543935,2023-04-30 12:21:29.028648,Cars.com
2014 Porsche Panamera 4,"$31,247","90,695 mi.",Gray,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A70EL010901,2023-04-30 12:21:31.104846,Cars.com
2023 Volvo XC60 B6 Ultimate Bright Theme,"$59,959",0 mi.,Crystal White,Blond,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062RA0P1265427,2023-04-30 12:21:33.426584,Cars.com
2019 Audi TT RS 2.5T,"$65,495","27,587 mi.",Glacier White Metallic,Black / Express Red,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.5L I5 20V PDI DOHC Turbo,WUAASAFV2K1900132,2023-04-30 12:21:36.579573,Cars.com
2023 Volkswagen Atlas 3.6L SE w/Technology,"$43,551",6 mi.,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2WR2CA1PC533286,2023-04-30 12:21:40.193615,Cars.com
2023 MINI Convertible Cooper S,"$38,991","4,477 mi.",White Silver Metallic,Sidewalk Anthracite,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMW43DL04P3P80277,2023-04-30 12:21:44.024978,Cars.com
2022 Ford Escape SE,"$29,600",7 mi.,Atlas Blue Metallic,Dark Earth Gray,All-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU9G69NUB57103,2023-04-30 12:21:48.043641,Cars.com
2019 Chevrolet Traverse LT Leather,"$32,518","37,551 mi.",Summit White,Jet Black,Front-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GNERHKW1KJ160856,2023-04-30 12:21:50.653358,Cars.com
2023 Chevrolet Silverado 1500 RST,"$57,285",0 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,3GCUDEED1PG226083,2023-04-30 12:21:54.554549,Cars.com
2022 Hyundai Santa Cruz SEL AWD,"$34,895","10,752 mi.",Phantom Black,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,5NTJCDAE5NH032211,2023-04-30 12:21:57.051309,Cars.com
2023 Chevrolet Colorado LT,"$36,605",1 mi.,Sterling Gray Metallic,Jet Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPSCEKXP1146396,2023-04-30 12:21:59.732414,Cars.com
2023 Hyundai Tucson SEL,"$34,011",10 mi.,White,Black,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC,5NMJFCAE9PH245842,2023-04-30 12:22:02.185663,Cars.com
2023 Ford F-150 Lightning LARIAT,"$86,364",–,Rapid Red Metallic Tinted Clearcoat,–,All-wheel Drive,Electric,Automatic,Electric,1FT6W1EV0PWG13178,2023-04-30 12:22:04.399924,Cars.com
2023 Chrysler Pacifica Touring-L,"$40,065",9 mi.,Granite Crystal Clearcoat Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,2C4RC1BG9PR526416,2023-04-30 12:22:11.992103,Cars.com
2019 Lincoln MKZ Standard,"$25,449","32,422 mi.",Magnetic Gray Metallic,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5A97KR602453,2023-04-30 12:22:15.290819,Cars.com
2023 Volvo XC60 B5 Ultimate Bright Theme,"$55,107",0 mi.,Crystal White,Blond,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RA1P1357111,2023-04-30 12:22:17.283174,Cars.com
2023 Volvo XC40 Recharge Pure Electric Twin Ultimate,"$62,545",2 mi.,Fjord Blue Metallic,Charcoal,All-wheel Drive,Electric,Automatic,Electric,YV4ED3UM2P2048314,2023-04-30 12:22:20.816880,Cars.com
2021 Audi Q5 45 Premium,"$42,247","15,770 mi.",Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1AAAFY8M2009666,2023-04-30 12:22:23.671898,Cars.com
2023 Dodge Durango R/T Plus AWD,"$61,380",10 mi.,DB Black Clearcoat,Black,All-wheel Drive,Gasoline,Automatic,"HEMI 5.7L V-8 VVT variable valve control, engine with cylinder d",1C4SDJCTXPC580486,2023-04-30 12:22:26.284635,Cars.com
2022 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression Extended Range 7P,"$65,995","14,651 mi.",Onyx Black Metallic,Maroon Brown,All-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,YV4H60CZXN1847246,2023-04-30 12:22:29.405543,Cars.com
1994 Mercedes-Benz E-Class E320 Cabriolet,"$19,950","64,914 mi.",White,Gray,–,Gasoline,4-Speed Automatic,3.2L I6 24V SPFI DOHC,WDBEA66EXRC119869,2023-04-30 12:22:33.056072,Cars.com
2018 Volvo XC90 T5 Momentum,"$30,829","51,250 mi.",Ice White,Charcoal,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4102KK9J1327665,2023-04-30 12:22:36.731740,Cars.com
2021 Hyundai Palisade Limited,"$45,950","38,823 mi.",Hyper White,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHEXMU187922,2023-04-30 12:22:38.967967,Cars.com
2005 Lexus SC 430 Base,"$22,988","67,000 mi.",Black Onyx,Ecru,Rear-wheel Drive,Gasoline,Automatic,"4.3L V-8 DOHC, variable valve control, engine with 300HP",JTHFN48Y550069608,2023-04-30 12:22:41.189724,Cars.com
2021 Ford Bronco Badlands,"$49,917","7,799 mi.",Cyber Orange Metallic Tricoat,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMDE5CH7MLA64361,2023-04-30 12:22:43.996535,Cars.com
2022 Hyundai Santa Cruz 2.5T Limited,"$39,000","16,851 mi.",Mojave / Sand,Black,All-wheel Drive,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF2NH006345,2023-04-30 12:22:47.629467,Cars.com
2017 Mazda CX-5 Grand Touring,"$25,500","54,933 mi.",Snowflake White Pearl Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDL8H0161531,2023-04-30 12:22:50.746745,Cars.com
2023 Ford Ranger XL,"$32,470",12 mi.,Oxford White,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER1FH6PLE20983,2023-04-30 12:22:53.983175,Cars.com
2021 Hyundai Palisade Calligraphy,"$44,295","58,263 mi.",Becketts Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R74HE0MU255056,2023-04-30 12:22:58.111358,Cars.com
2019 Audi Q5 2.0T Premium,"$32,500","30,023 mi.",Brilliant Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY8K2125368,2023-04-30 12:23:01.102329,Cars.com
2020 Lincoln MKZ Reserve,"$35,527","12,534 mi.",Silver Radiance Metallic,Terracotta,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E92LR623254,2023-04-30 12:23:04.938515,Cars.com
2021 Ford Bronco Big Bend,"$48,500","28,017 mi.",Area 51,Dark Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMDE5BH9MLA83446,2023-04-30 12:23:08.743992,Cars.com
2023 Chevrolet Traverse LS,"$35,310",4 mi.,Sterling Gray Metallic,Jet Black,Front-wheel Drive,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1GNERFKW1PJ229878,2023-04-30 12:23:12.422310,Cars.com
2019 Mazda CX-5 Touring,"$25,380","45,902 mi.",Machine Gray Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCMXK1617329,2023-04-30 12:23:20.820832,Cars.com
